"","x"
"549","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Flabellifera
Family Sphaeromatidae
Genus Dynamene
Species bidentata"
"550","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Flabellifera
Family Sphaeromatidae
Genus Lekanesphaera
Species hookeri"
"551","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Flabellifera
Family Sphaeromatidae
Genus Lekanesphaera
Species rugicauda"
"552","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Flabellifera
Family Sphaeromatidae
Genus Sphaeroma
Species monodi"
"553","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Flabellifera
Family Sphaeromatidae
Genus Sphaeroma
Species serratum"
"554","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Gnathiidea
Family Gnathiidae
Genus Gnathia
Species dentata"
"555","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Gnathiidea
Family Gnathiidae
Genus Gnathia
Species maxillaris"
"556","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Gnathiidea
Family Gnathiidae
Genus Gnathia
Species oxyuraea"
"557","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Gnathiidea
Family Gnathiidae
Genus Gnathia
Species vorax"
"558","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Gnathiidea
Family Gnathiidae
Genus Paragnathia
Species formica"
"559","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Oniscoidea
Family Armadillidiidae
Genus Armadillidium
Species album"
"560","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Oniscoidea
Family Ligiidae
Genus Ligia
Species oceanica"
"561","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Arcturidae
Genus Arcturella
Species dilatata"
"562","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Arcturidae
Genus Asellus
Species aquaticus"
"563","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Arcturidae
Genus Astacilla
Species longicornis"
"564","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Chaetiliidae
Genus Saduria
Species entomon"
"565","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species baltica"
"566","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species chelipes"
"567","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species emarginata"
"568","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species granulosa"
"569","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species linearis"
"570","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species metallica"
"571","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species neglecta"
"572","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Idoteidae
Genus Idotea
Species pelagica"
"573","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Isopoda
Suborder Valvifera
Family Pleurogonidae
Genus Leptaspidea
Species brevipes"
"574","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Mysidacea
Suborder Mysida
Family Mysidae
Genus Erythrops
Species erythrophthalma"
"575","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Mysidacea
Suborder Mysida
Family Mysidae
Genus Erythrops
Species serrata"
"576","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Mysidacea
Suborder Mysida
Family Mysidae
Genus Leptomysis
Species lingvura"
"577","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Mysidacea
Suborder Mysida
Family Mysidae
Genus Leptomysis
Species mediterranea"
"578","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Mysidacea
Suborder Mysida
Family Mysidae
Genus Mysidopsis
Species didelphys"
"579","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Mysidacea
Suborder Mysida
Family Mysidae
Genus Paramysis
Species nouveli"
"580","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Mysidacea
Suborder Mysida
Family Mysidae
Genus Schistomysis
Species parkeri"
"581","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Apseudomorpha
Family Apseudidae
Genus Apseudes
Species latreillii"
"582","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Apseudomorpha
Family Apseudidae
Genus Apseudes
Species spinosus"
"583","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Apseudomorpha
Family Apseudidae
Genus Apseudes
Species talpa"
"584","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Agathotanaidae
Genus Agathotanais
Species ingolfi"
"585","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Anarthruridae
Genus Anarthrura
Species simplex"
"586","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Leptognathia
Species brevimana"
"587","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Leptognathia
Species breviremis"
"588","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Leptognathia
Species filiformis"
"589","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Leptognathia
Species gracilis"
"590","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Leptognathia
Species manca"
"591","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Pseudoparatanais
Species batei"
"592","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Tanaopsis
Species graciloides"
"593","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Typhlotanais
Species aequiremis"
"594","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Typhlotanais
Species brevicornis"
"595","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Typhlotanais
Species microcheles"
"596","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Leptognathiidae
Genus Typhlotanais
Species tenuicornis"
"597","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Nototanaidae
Genus Tanaissus
Species lilljeborgi"
"598","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Paratanaidae
Genus Heterotanais
Species oerstedi"
"599","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Paratanaidae
Genus Leptochelia
Species savignyi"
"600","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Pseudotanaidae
Genus Pseudotanais
Species forcipatus"
"601","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Peracarida
Order Tanaidacea
Suborder Tanaidomorpha
Family Tanaidae
Genus Tanais
Species dulongii"
"602","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Malacostraca
Superorder Phyllocarida
Order Leptostraca
Family Nebaliidae
Genus Nebalia
Species bipes"
"603","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cypridacea
Family Candonidae
Subfamily Paracypridinae
Genus Paracypris
Species polita"
"604","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cypridacea
Family Macrocyprididae
Genus Macrocypris
Species minna"
"605","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cypridacea
Family Pontocyprididae
Genus Pontocypris
Species mytiloides"
"606","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cypridacea
Family Pontocyprididae
Genus Propontocypris
Species pirifera"
"607","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cypridacea
Family Pontocyprididae
Genus Propontocypris
Species trigonella"
"608","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Bythocythere
Species bradyi"
"609","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Bythocythere
Species intermedia"
"610","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Bythocythere
Species robinsoni"
"611","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Bythocythere
Species zetlandica"
"612","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Jonesia
Species acuminata"
"613","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Pseudocythere
Species caudata"
"614","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Sclerochilus
Species bradyi"
"615","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Sclerochilus
Species contortus"
"616","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Sclerochilus
Species rudjakovi"
"617","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Bythocytheridae
Genus Sclerochilus
Species schornikovi"
"618","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Cushmanideidae
Genus Pontocythere
Species elongata"
"619","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Cytheridae
Genus Cythere
Species lutea"
"620","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Cytherideidae
Genus Cyprideis
Species torosa"
"621","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Cytherideidae
Genus Sarsicytheridea
Species bradii"
"622","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Cytherideidae
Genus Sarsicytheridea
Species punctillata"
"623","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Cytheruridae
Subfamily Cytheropterinae
Genus Cytheropteron
Species latissimum"
"624","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Eucytheridae
Genus Eucythere
Species argus"
"625","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Hemicytheridae
Genus Elofsonella
Species concinna"
"626","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Hemicytheridae
Genus Hemicythere
Species villosa"
"627","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Hemicytheridae
Genus Heterocythereis
Species albomaculata"
"628","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Krithidae
Genus Krithe
Species praetexta"
"629","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Leptocytheridae
Genus Leptocythere
Species castanea"
"630","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Leptocytheridae
Genus Leptocythere
Species pellucida"
"631","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Paradoxostomatidae
Genus Paradoxostoma
Species angliorum"
"632","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Paradoxostomatidae
Genus Paradoxostoma
Species bradyi"
"633","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Paradoxostomatidae
Genus Paradoxostoma
Species ensiforme"
"634","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Paradoxostomatidae
Genus Paradoxostoma
Species hibernicum"
"635","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Paradoxostomatidae
Genus Paradoxostoma
Species sarniense"
"636","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Paradoxostomatidae
Genus Paradoxostoma
Species tenuissimum"
"637","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Paradoxostomatidae
Genus Paradoxostoma
Species variabile"
"638","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Trachyleberididae
Genus Acanthocythereis
Species dunelmensis"
"639","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Trachyleberididae
Genus Carinocythereis
Species carinata"
"640","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Trachyleberididae
Genus Carinocythereis
Species whitei"
"641","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Trachyleberididae
Genus Celtia
Species quadridentata"
"642","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Trachyleberididae
Genus Pterygocythereis
Species jonesii"
"643","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Trachyleberididae
Genus Robertsonites
Species tuberculatus"
"644","Kingdom Animalia
Phylum Arthropoda
Class Crustacea
Subclass Ostracoda
Order Podocopida
Suborder Podocopina
Superfamily Cytheracea
Family Xestoleberidae
Genus Xestoleberis
Species depressa"
